"lc7b047.reference" "lc7b047.CLL-13" "lc7b048.reference" "lc7b048.CLL-13" "lc7b069.reference" "lc7b069.CLL-52" "lc7b070.reference" "lc7b070.CLL-39" "lc7b019.reference" "lc7b019.DLCL-0032" "lc7b056.reference" "lc7b056.DLCL-0024" "lc7b057.reference" "lc7b057.DLCL-0029" "lc7b058.reference" "lc7b058.DLCL-0023"
"1" 6.38614664594909 1.65544159306702 7.11879356690326 7.74535496291456 7.38024207045975 8.36307545612035 8.23780114203432 8.23362953150499 8.54169347644495 8.34090082569031 6.51791486629323 6.15942739533963 8.07998894446177 9.71803877729049 6.65351219382652 7.23129405970762
"2" 9.11063741002578 10.991656879426 9.17435785640393 10.4609208137357 10.3825296014603 11.2990075380521 8.64605632005188 9.29504900009508 10.0444769635331 9.69023317525718 9.07166770322012 8.62558749550477 9.81943217724835 9.23581873876591 9.20454811314316 9.15105716239588
"3" 9.94742172874357 12.6375825529132 9.88525094544476 7.79634305910691 10.5040790013223 12.7722627527089 9.20169664551592 12.3389858240896 10.7898341272858 9.1083528096759 9.86841061130245 9.55401964233762 10.4709842656535 7.86454866981662 9.94430247376336 8.332007170537
"4" 11.4509238017392 10.2769652774184 10.8624778524398 9.12449082903494 11.7074560110947 10.2668954818749 10.1389925487573 9.02526782264232 11.6072436114788 11.153592986095 10.7530616174598 10.5057834478246 11.2397615194936 10.8522409806113 10.9419458821795 10.3752770178028
"5" 10.8390244607515 12.5844076106512 11.6441552334338 13.4236075123585 12.8836609077265 13.885171403366 11.2786113515212 12.8082558472119 11.1576795324059 12.7311967218823 12.3797214165553 12.6052409304494 12.0355753373525 12.357184282739 12.271335170482 12.6027540501374
"6" 9.44131447301586 10.3339121787369 9.5482738929922 10.2999019479454 10.6340461033457 11.4266038918971 9.24235371050165 9.93589777396121 10.2182527984858 11.1112620613104 9.58686909449251 9.83050368130461 10.1676154157841 9.71468367284164 9.70599248903098 10.1572783941174
"7" 4.8605035471236 1.42828366508608 6.12941835553998 6.40071756358672 8.11281310472821 8.10991766327273 6.58987619765608 6.53069404247266 6.98837740910401 7.1066740239957 6.67572405445158 6.69866296557357 6.86136607564151 7.1927735154911 6.97352156727878 7.41076291998624
"8" 8.24609304005344 9.4785533914362 8.38051563444463 8.79429817200863 9.21235381890933 9.38402880304859 8.54008344910431 8.41199917856488 8.91589388253037 8.84124087554565 8.30623842702511 8.9776386984893 8.57314325534971 7.74306651417364 8.09735167419507 7.93521248923958
"9" 10.1884005873028 8.2369689983209 9.86031723705241 8.9969374013837 11.0960179915933 10.1209745707836 10.0714559869961 9.40892815899307 10.7993372081552 10.4720003864665 9.75559850676184 9.36300165778067 10.6247794162381 10.1039076039709 9.95306297177139 9.17799298859265
"10" 10.9417943163252 8.4963708066173 10.6422428078989 9.65904620494113 11.777719658229 10.3093369224306 10.5769593333848 8.95203872505255 11.1917552785147 10.2447416803496 10.751661249034 10.0663769712258 11.5932640996718 10.7466567615584 11.0341230046719 10.1555844194404
